Task,T5828
Scope 1/1, Sample 1/29 (Junk1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
1.7305,456,202.7,22.5,0.0055,,
1.7390,457,203.3,22.5,0.0140,,
1.7475,458,204.0,22.5,0.0140,,
1.7560,458,204.7,22.5,0.0170,,
1.7635,460,205.3,22.5,0.0050,,
1.7720,460,206.0,22.5,0.0170,,
1.7805,462,206.4,22.5,0.0055,,
1.7885,463,207.1,22.5,0.0135,,
1.7970,464,207.7,22.5,0.0140,,
1.8055,464,208.2,22.5,0.0170,,
1.8130,466,208.6,22.5,0.0050,,
1.8215,466,209.3,22.5,0.0170,,
1.8300,468,209.8,22.5,0.0055,,
1.8385,469,210.3,22.5,0.0140,,
1.8470,470,210.8,22.5,0.0140,,
1.8555,470,211.2,22.5,0.0170,,
1.8630,472,211.6,22.5,0.0050,,
1.8715,472,212.0,22.5,0.0170,,
1.8795,474,212.4,22.5,0.0050,,
1.8880,475,213.0,22.5,0.0140,,
1.8965,476,213.4,22.5,0.0140,,
1.9050,477,213.8,22.5,0.0140,,
1.9125,478,214.3,22.5,0.0150,,
1.9210,478,214.7,22.5,0.0170,,
1.9295,480,215.0,22.5,0.0055,,
1.9380,481,215.5,22.5,0.0140,,
1.9465,482,215.9,22.5,0.0140,,
1.9550,482,216.4,22.5,0.0170,,
1.9625,484,216.8,22.5,0.0050,,
1.9710,484,217.3,22.5,0.0170,,
1.9790,486,217.7,22.5,0.0050,,
1.9875,487,218.0,22.5,0.0140,,
1.9960,488,218.3,22.5,0.0140,,
2.0045,488,218.7,22.5,0.0170,,
2.0120,490,219.2,22.5,0.0050,,
2.0205,490,219.6,22.5,0.0170,,
2.0290,492,220.0,22.5,0.0055,,
2.0375,493,220.3,22.5,0.0140,,
2.0460,494,220.5,22.5,0.0140,,
2.0540,494,220.9,22.5,0.0160,,
2.0620,496,221.3,22.5,0.0055,,
2.0700,496,221.7,22.5,0.0160,,
2.0785,498,221.9,22.5,0.0055,,
2.0870,499,222.1,22.5,0.0140,,
2.0955,500,222.4,22.5,0.0140,,
2.1040,501,222.8,22.5,0.0140,,
2.1115,502,222.9,22.5,0.0150,,
2.1200,502,223.2,22.5,0.0170,,
2.1285,504,223.6,22.5,0.0055,,
2.1370,505,223.8,22.5,0.0140,,
2.1450,506,224.1,22.5,0.0135,,
2.1535,507,224.5,22.5,0.0140,,
2.1610,508,224.9,22.5,0.0150,,
2.1695,508,225.2,22.5,0.0170,,
2.1780,510,225.4,22.5,0.0055,,
2.1865,511,225.8,22.5,0.0140,,
2.1950,512,226.0,22.5,0.0140,,
2.2035,513,226.3,22.5,0.0140,,
2.2115,514,226.5,22.5,0.0160,,
2.2195,514,226.8,22.5,0.0160,,
2.2275,516,227.0,22.5,0.0055,,
2.2360,517,227.2,22.5,0.0140,,
2.2445,518,227.5,22.5,0.0140,,
2.2530,519,227.8,22.5,0.0140,,
2.2605,520,228.0,22.5,0.0150,,
2.2690,520,228.3,22.5,0.0170,,
2.2775,522,228.6,22.5,0.0055,,
2.2860,523,228.8,22.5,0.0140,,
2.2945,524,228.9,22.5,0.0140,,
2.3025,525,229.1,22.5,0.0135,,
2.3110,526,229.4,22.5,0.0140,,
2.3185,526,229.8,22.5,0.0150,,
2.3270,528,230.0,22.5,0.0055,,
2.3355,528,230.2,22.5,0.0170,,
2.3440,530,230.5,22.5,0.0055,,
2.3525,531,230.7,22.5,0.0140,,
2.3610,532,230.9,22.5,0.0140,,
2.3685,532,231.2,22.5,0.0150,,
2.3770,534,231.3,22.5,0.0055,,
2.3855,535,231.7,22.5,0.0140,,
2.3935,536,231.8,22.5,0.0135,,
2.4020,537,232.1,22.5,0.0140,,
2.4105,538,232.3,22.5,0.0170,,
2.4180,538,232.5,22.5,0.0150,,
2.4265,540,232.6,22.5,0.0055,,
2.4350,541,232.9,22.5,0.0140,,
2.4435,542,233.1,22.5,0.0140,,
2.4520,543,233.4,22.5,0.0140,,
2.4605,544,233.5,22.5,0.0170,,
2.4680,544,233.7,22.5,0.0150,,
2.4765,546,233.9,22.5,0.0055,,
2.4825,547,234.1,22.5,0.0100,,
2.4870,548,234.3,22.5,0.0075,,
2.4920,549,234.4,22.5,0.0085,,
2.4965,550,234.4,22.5,0.0090,,
2.4995,550,234.4,22.5,0.0060,,
2.4995,552,234.4,22.5,0.0000,,
2.5005,553,234.5,22.5,0.0015,,
2.5015,554,234.5,22.5,0.0015,,
2.5015,555,234.5,22.5,0.0000,,
2.5035,556,234.7,22.5,0.0040,,
2.5050,556,234.6,22.5,0.0030,,
2.5075,558,234.7,22.5,0.0015,,
2.5095,559,234.7,22.5,0.0035,,
2.5105,560,234.9,22.5,0.0015,,
2.5115,560,235.0,22.5,0.0035,,
Scope 1/1, Sample 11/29 (PreC_Day1_rerun_Dil3rep3)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-60.9,22.4,NaN,,
0.0010,1,-60.8,22.4,0.0010,,
0.0025,2,-60.8,22.4,0.0015,,
0.0050,3,-60.8,22.4,0.0025,,
0.0090,4,-60.8,22.4,0.0035,,
0.0150,5,-60.7,22.4,0.0055,,
0.0235,6,-60.4,22.4,0.0075,,
0.0320,7,-60.0,22.4,0.0075,,
0.0405,8,-59.4,22.4,0.0075,,
0.0490,9,-58.8,22.4,0.0085,,
0.0565,10,-57.8,22.4,0.0070,,
0.0650,11,-56.7,22.4,0.0075,,
0.0730,12,-55.8,22.4,0.0075,,
0.0815,13,-54.7,22.4,0.0075,,
0.0900,14,-53.6,22.4,0.0075,,
0.0985,15,-52.5,22.4,0.0075,,
0.1060,16,-51.4,22.4,0.0070,,
0.1145,17,-49.9,22.4,0.0075,,
0.1230,18,-48.7,22.4,0.0075,,
0.1315,19,-47.3,22.4,0.0075,,
0.1395,20,-45.7,22.4,0.0075,,
0.1480,21,-43.9,22.4,0.0075,,
0.1565,22,-42.4,22.4,0.0085,,
0.1640,23,-40.5,22.4,0.0070,,
0.1725,24,-38.7,22.4,0.0075,,
0.1810,25,-36.8,22.4,0.0075,,
0.1895,26,-35.1,22.4,0.0075,,
0.1980,27,-33.3,22.4,0.0075,,
0.2065,28,-31.3,22.4,0.0075,,
0.2140,29,-29.8,22.4,0.0070,,
0.2225,30,-28.1,22.4,0.0075,,
0.2305,31,-26.5,22.4,0.0075,,
0.2390,32,-24.8,22.4,0.0075,,
0.2475,33,-23.1,22.4,0.0075,,
0.2560,34,-21.6,22.4,0.0075,,
0.2635,35,-20.1,22.4,0.0070,,
0.2720,36,-18.7,22.4,0.0075,,
0.2805,37,-17.3,22.4,0.0075,,
0.2890,38,-15.8,22.4,0.0075,,
0.2975,39,-14.4,22.4,0.0075,,
0.3055,40,-13.0,22.4,0.0075,,
0.3135,41,-11.8,22.4,0.0075,,
0.3215,42,-10.4,22.4,0.0075,,
0.3300,43,-9.1,22.4,0.0075,,
0.3385,44,-7.9,22.4,0.0075,,
0.3470,45,-6.7,22.4,0.0075,,
0.3555,46,-5.4,22.4,0.0075,,
0.3630,47,-4.3,22.4,0.0070,,
0.3715,48,-3.1,22.4,0.0075,,
0.3800,49,-1.7,22.4,0.0075,,
0.3885,50,-0.5,22.4,0.0075,,
0.3965,51,0.1,22.4,0.0075,,
0.4050,52,1.2,22.4,0.0075,,
0.4125,53,2.1,22.4,0.0070,,
0.4210,54,3.8,22.4,0.0075,,
0.4295,55,4.4,22.4,0.0075,,
0.4380,56,5.6,22.4,0.0075,,
0.4465,57,6.5,22.4,0.0075,,
0.4550,58,7.4,22.4,0.0075,,
0.4625,59,8.3,22.4,0.0070,,
0.4710,60,9.3,22.4,0.0075,,
0.4795,61,10.5,22.4,0.0075,,
0.4875,62,11.7,22.4,0.0075,,
0.4960,63,13.0,22.4,0.0075,,
0.5045,64,14.1,22.4,0.0075,,
0.5120,65,14.8,22.4,0.0075,,
0.5205,66,15.7,22.4,0.0075,,
0.5290,67,16.8,22.4,0.0075,,
0.5375,68,17.9,22.4,0.0075,,
0.5460,69,19.0,22.4,0.0075,,
0.5540,70,20.0,22.4,0.0075,,
0.5625,71,21.1,22.4,0.0075,,
0.5700,72,21.9,22.4,0.0070,,
0.5785,73,22.8,22.4,0.0075,,
0.5870,74,23.7,22.4,0.0075,,
0.5955,75,24.6,22.4,0.0075,,
0.6040,76,25.6,22.4,0.0075,,
0.6125,77,26.5,22.4,0.0075,,
0.6200,78,27.3,22.4,0.0070,,
0.6285,79,28.2,22.4,0.0075,,
0.6370,80,29.2,22.4,0.0075,,
0.6450,81,30.3,22.4,0.0075,,
0.6535,82,31.3,22.4,0.0075,,
0.6620,83,32.3,22.4,0.0075,,
0.6695,84,33.0,22.4,0.0075,,
0.6780,85,33.8,22.4,0.0075,,
0.6865,86,34.7,22.4,0.0075,,
0.6950,87,35.6,22.4,0.0075,,
0.7035,88,36.6,22.4,0.0075,,
0.7115,89,37.5,22.4,0.0075,,
0.7195,90,38.2,22.4,0.0080,,
0.7275,91,39.1,22.4,0.0075,,
0.7360,92,39.9,22.4,0.0075,,
0.7445,93,40.9,22.4,0.0075,,
0.7530,94,41.8,22.4,0.0075,,
0.7615,95,42.7,22.4,0.0075,,
0.7690,96,43.5,22.4,0.0070,,
0.7775,97,44.4,22.4,0.0075,,
0.7860,98,45.2,22.4,0.0075,,
0.7945,99,46.0,22.4,0.0075,,
0.8030,100,46.8,22.4,0.0075,,
0.8110,101,47.7,22.4,0.0075,,
0.8190,102,48.3,22.4,0.0075,,
0.8270,103,49.3,22.4,0.0075,,
0.8355,104,50.2,22.4,0.0075,,
0.8440,105,51.1,22.4,0.0075,,
0.8525,106,52.0,22.4,0.0075,,
0.8610,107,52.7,22.4,0.0075,,
0.8685,108,53.4,22.4,0.0070,,
0.8770,109,54.1,22.4,0.0075,,
0.8855,110,54.9,22.4,0.0075,,
0.8940,111,55.8,22.5,0.0075,,
0.9020,112,56.6,22.5,0.0075,,
0.9105,113,57.4,22.5,0.0075,,
0.9185,114,58.1,22.4,0.0075,,
0.9265,115,59.0,22.5,0.0075,,
0.9350,116,59.9,22.5,0.0075,,
0.9435,117,60.8,22.5,0.0075,,
0.9520,118,61.7,22.4,0.0075,,
0.9605,119,62.5,22.5,0.0075,,
0.9690,120,63.2,22.5,0.0085,,
0.9765,121,64.1,22.5,0.0070,,
0.9850,122,65.0,22.5,0.0075,,
0.9930,123,65.7,22.5,0.0075,,
1.0015,124,66.6,22.5,0.0075,,
1.0100,125,67.4,22.5,0.0075,,
1.0185,126,68.2,22.5,0.0085,,
1.0260,127,69.0,22.5,0.0070,,
1.0345,128,70.0,22.5,0.0075,,
1.0430,129,70.8,22.5,0.0075,,
1.0515,130,71.7,22.5,0.0075,,
1.0600,131,72.6,22.5,0.0075,,
1.0680,132,73.5,22.5,0.0080,,
1.0760,133,74.4,22.5,0.0075,,
1.0840,134,75.5,22.5,0.0075,,
1.0925,135,76.5,22.5,0.0075,,
1.1010,136,77.5,22.5,0.0075,,
1.1095,137,78.5,22.5,0.0075,,
1.1180,138,79.6,22.5,0.0075,,
1.1255,139,80.4,22.5,0.0070,,
1.1340,140,81.5,22.5,0.0075,,
1.1425,141,82.6,22.5,0.0075,,
1.1505,142,83.7,22.5,0.0075,,
1.1590,143,84.9,22.5,0.0075,,
1.1675,144,86.1,22.5,0.0075,,
1.1750,145,87.2,22.5,0.0075,,
1.1835,146,88.4,22.5,0.0075,,
1.1920,147,89.6,22.5,0.0075,,
1.2005,148,90.9,22.5,0.0075,,
1.2090,149,92.4,22.5,0.0075,,
1.2175,150,94.0,22.5,0.0075,,
1.2250,151,95.3,22.5,0.0070,,
1.2335,152,96.8,22.5,0.0075,,
1.2415,153,98.2,22.5,0.0075,,
1.2500,154,99.8,22.5,0.0075,,
1.2585,155,101.5,22.5,0.0075,,
1.2670,156,103.2,22.5,0.0075,,
1.2745,157,104.8,22.5,0.0070,,
1.2830,158,106.8,22.5,0.0075,,
1.2915,159,108.9,22.5,0.0075,,
1.3000,160,111.1,22.5,0.0075,,
1.3085,161,113.0,22.5,0.0075,,
1.3170,162,115.5,22.5,0.0075,,
1.3245,163,117.7,22.5,0.0070,,
1.3330,164,120.5,22.5,0.0075,,
1.3410,165,123.2,22.5,0.0075,,
1.3495,166,126.1,22.5,0.0075,,
1.3580,167,129.0,22.5,0.0075,,
1.3665,168,131.9,22.5,0.0075,,
1.3740,169,135.0,22.5,0.0070,,
1.3825,170,138.9,22.5,0.0075,,
1.3910,171,142.6,22.5,0.0075,,
1.3995,172,146.1,22.5,0.0075,,
1.4075,173,149.3,22.5,0.0075,,
1.4160,174,152.4,22.5,0.0075,,
1.4240,175,155.6,22.5,0.0075,,
1.4320,176,159.2,22.5,0.0075,,
1.4405,177,162.3,22.5,0.0075,,
1.4490,178,164.9,22.5,0.0075,,
1.4575,179,167.6,22.5,0.0075,,
1.4660,180,169.9,22.5,0.0075,,
1.4745,181,171.6,22.5,0.0085,,
1.4820,182,173.7,22.5,0.0070,,
1.4905,183,175.6,22.5,0.0075,,
1.4985,184,177.5,22.5,0.0075,,
1.5070,185,179.2,22.5,0.0075,,
1.5155,186,180.7,22.5,0.0075,,
1.5240,187,181.8,22.5,0.0085,,
1.5315,188,183.3,22.5,0.0070,,
1.5400,189,184.8,22.5,0.0075,,
1.5445,190,185.1,22.5,0.0065,,
1.5445,430,187.8,22.5,0.0000,,
1.5450,431,187.8,22.5,0.0005,,
1.5465,432,187.8,22.5,0.0020,,
1.5490,433,187.8,22.5,0.0030,,
1.5530,434,188.1,22.5,0.0045,,
1.5590,435,188.5,22.5,0.0065,,
1.5675,436,189.3,22.5,0.0095,,
1.5750,437,190.0,22.5,0.0095,,
1.5835,438,190.9,22.5,0.0105,,
1.5920,439,192.1,22.5,0.0105,,
1.6005,440,193.0,22.5,0.0095,,
1.6085,441,194.0,22.5,0.0090,,
1.6170,442,194.9,22.5,0.0095,,
1.6250,443,195.8,22.5,0.0100,,
1.6330,444,196.6,22.5,0.0100,,
1.6415,445,197.5,22.5,0.0105,,
1.6500,446,198.3,22.5,0.0095,,
1.6585,447,199.4,22.5,0.0095,,
1.6670,448,200.2,22.5,0.0095,,
1.6745,449,200.8,22.5,0.0095,,
1.6830,450,201.5,22.5,0.0105,,
1.6915,451,202.2,22.5,0.0105,,
1.6995,452,202.9,22.5,0.0090,,
1.7080,453,203.6,22.5,0.0095,,
1.7165,454,204.3,22.5,0.0095,,
1.7240,455,204.8,22.5,0.0095,,
1.7325,456,205.5,22.5,0.0105,,
1.7410,457,206.1,22.5,0.0105,,
1.7495,458,206.8,22.5,0.0095,,
1.7580,459,207.2,22.5,0.0095,,
1.7665,460,207.6,22.5,0.0095,,
1.7740,461,208.3,22.5,0.0095,,
1.7825,462,208.8,22.5,0.0105,,
1.7910,463,209.3,22.5,0.0105,,
1.7990,464,209.9,22.5,0.0090,,
1.8075,465,210.4,22.5,0.0095,,
1.8160,466,210.9,22.5,0.0095,,
1.8235,467,211.3,22.5,0.0095,,
1.8320,468,211.8,22.5,0.0105,,
1.8405,469,212.3,22.5,0.0105,,
1.8490,470,212.7,22.5,0.0095,,
1.8575,471,213.3,22.5,0.0095,,
1.8655,472,213.7,22.5,0.0090,,
1.8735,473,213.8,22.5,0.0100,,
1.8815,474,214.3,22.5,0.0100,,
1.8900,475,214.7,22.5,0.0105,,
1.8985,476,215.1,22.5,0.0095,,
1.9070,477,215.5,22.5,0.0095,,
1.9155,478,216.0,22.5,0.0095,,
1.9240,479,216.3,22.5,0.0105,,
1.9315,480,216.8,22.5,0.0095,,
1.9400,481,217.3,22.5,0.0105,,
1.9485,482,217.7,22.5,0.0105,,
1.9565,483,218.1,22.5,0.0090,,
1.9650,484,218.4,22.5,0.0095,,
1.9735,485,218.7,22.5,0.0095,,
1.9810,486,219.0,22.5,0.0095,,
1.9895,487,219.4,22.5,0.0105,,
1.9980,488,219.7,22.5,0.0105,,
2.0065,489,220.0,22.5,0.0095,,
2.0150,490,220.4,22.5,0.0095,,
2.0230,491,220.7,22.5,0.0090,,
2.0310,492,221.0,22.5,0.0100,,
2.0390,493,221.4,22.5,0.0100,,
2.0475,494,221.8,22.5,0.0105,,
2.0560,495,222.1,22.5,0.0095,,
2.0645,496,222.5,22.5,0.0095,,
2.0730,497,222.8,22.5,0.0095,,
2.0805,498,223.1,22.5,0.0095,,
2.0890,499,223.4,22.5,0.0105,,
2.0975,500,223.7,22.5,0.0105,,
2.1060,501,223.9,22.5,0.0095,,
2.1140,502,224.2,22.6,0.0090,,
2.1225,503,224.3,22.5,0.0095,,
2.1310,504,224.6,22.6,0.0095,,
2.1385,505,224.9,22.5,0.0095,,
2.1470,506,225.2,22.5,0.0105,,
2.1555,507,225.5,22.6,0.0105,,
2.1640,508,225.8,22.6,0.0095,,
2.1725,509,226.0,22.6,0.0095,,
2.1805,510,226.4,22.6,0.0090,,
2.1885,511,226.8,22.5,0.0100,,
2.1965,512,227.1,22.5,0.0100,,
2.2050,513,227.4,22.6,0.0105,,
2.2135,514,227.6,22.6,0.0095,,
2.2220,515,227.8,22.6,0.0095,,
2.2305,516,228.1,22.6,0.0095,,
2.2380,517,228.3,22.6,0.0095,,
2.2465,518,228.4,22.6,0.0105,,
2.2550,519,228.6,22.6,0.0105,,
2.2635,520,228.7,22.6,0.0095,,
2.2715,521,228.9,22.6,0.0090,,
2.2800,522,229.2,22.6,0.0095,,
2.2875,523,229.5,22.6,0.0095,,
2.2960,524,229.7,22.6,0.0105,,
2.3045,525,230.1,22.6,0.0105,,
2.3130,526,230.2,22.6,0.0095,,
2.3215,527,230.4,22.6,0.0095,,
2.3300,528,230.7,22.6,0.0095,,
2.3385,529,231.0,22.6,0.0105,,
2.3460,530,231.4,22.6,0.0095,,
2.3540,531,231.5,22.6,0.0100,,
2.3625,532,231.8,22.6,0.0095,,
2.3710,533,232.0,22.6,0.0095,,
2.3795,534,232.2,22.6,0.0095,,
2.3880,535,232.4,22.6,0.0105,,
2.3955,536,232.6,22.6,0.0095,,
2.4040,537,232.8,22.6,0.0105,,
2.4125,538,233.0,22.6,0.0105,,
2.4210,539,233.1,22.6,0.0095,,
2.4290,540,233.2,22.6,0.0090,,
2.4375,541,233.5,22.6,0.0095,,
2.4450,542,233.5,22.6,0.0095,,
2.4535,543,233.7,22.6,0.0105,,
2.4610,544,234.0,22.6,0.0095,,
2.4685,545,234.1,22.6,0.0085,,
2.4745,546,234.3,22.6,0.0065,,
2.4755,547,234.5,22.6,0.0010,,
2.4755,548,234.5,22.6,0.0000,,
2.4760,549,234.6,22.6,0.0005,,
2.4770,550,234.6,22.6,0.0010,,
2.4785,551,234.6,22.6,0.0015,,
2.4810,552,234.6,22.6,0.0030,,
2.4840,553,234.7,22.6,0.0035,,
2.4865,554,234.7,22.6,0.0030,,
2.4895,555,235.0,22.6,0.0045,,
Scope 1/1, Sample 12/29 (PreC_Day1_rerun_Dil4rep1)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-37.6,22.5,NaN,,
0.0010,1,-37.7,22.5,0.0010,,
0.0025,2,-37.8,22.5,0.0015,,
0.0050,3,-37.8,22.5,0.0025,,
0.0085,4,-37.8,22.5,0.0030,,
0.0150,5,-37.7,22.5,0.0060,,
0.0230,6,-37.4,22.5,0.0075,,
0.0315,7,-36.9,22.5,0.0075,,
0.0390,8,-36.4,22.5,0.0075,,
0.0475,9,-35.5,22.5,0.0085,,
0.0560,10,-34.4,22.5,0.0075,,
0.0645,11,-33.1,22.5,0.0075,,
0.0730,12,-31.7,22.5,0.0075,,
0.0810,13,-30.5,22.5,0.0075,,
0.0890,14,-29.1,22.5,0.0080,,
0.0970,15,-27.5,22.5,0.0080,,
0.1055,16,-26.1,22.5,0.0075,,
0.1140,17,-24.8,22.5,0.0075,,
0.1225,18,-23.3,22.5,0.0075,,
0.1310,19,-21.8,22.5,0.0075,,
0.1385,20,-20.5,22.5,0.0075,,
0.1470,21,-19.1,22.5,0.0085,,
0.1555,22,-17.7,22.5,0.0075,,
0.1640,23,-16.4,22.5,0.0075,,
0.1720,24,-14.9,22.5,0.0075,,
0.1805,25,-13.7,22.5,0.0075,,
0.1880,26,-12.6,22.5,0.0075,,
0.1965,27,-11.5,22.5,0.0085,,
0.2050,28,-10.5,22.5,0.0075,,
0.2135,29,-9.5,22.5,0.0075,,
0.2220,30,-8.4,22.5,0.0075,,
0.2305,31,-7.3,22.5,0.0075,,
0.2390,32,-6.3,22.5,0.0075,,
0.2465,33,-5.5,22.5,0.0070,,
0.2550,34,-4.4,22.5,0.0075,,
0.2630,35,-3.2,22.5,0.0075,,
0.2715,36,-2.1,22.5,0.0075,,
0.2800,37,-0.8,22.5,0.0075,,
0.2885,38,0.4,22.5,0.0085,,
0.2960,39,0.7,22.5,0.0075,,
0.3045,40,1.6,22.5,0.0085,,
0.3130,41,2.5,22.5,0.0075,,
0.3215,42,4.2,22.5,0.0075,,
0.3300,43,4.5,22.5,0.0075,,
0.3375,44,5.3,22.5,0.0075,,
0.3460,45,6.1,22.5,0.0085,,
0.3545,46,6.9,22.5,0.0075,,
0.3625,47,7.7,22.5,0.0075,,
0.3710,48,8.7,22.5,0.0075,,
0.3795,49,9.7,22.5,0.0075,,
0.3880,50,10.8,22.5,0.0085,,
0.3955,51,11.8,22.5,0.0075,,
0.4040,52,12.7,22.5,0.0075,,
0.4125,53,13.5,22.5,0.0075,,
0.4210,54,14.5,22.5,0.0075,,
0.4290,55,15.4,22.5,0.0075,,
0.4375,56,16.2,22.5,0.0085,,
0.4455,57,17.0,22.5,0.0080,,
0.4535,58,17.9,22.5,0.0075,,
0.4620,59,18.7,22.5,0.0075,,
0.4705,60,19.6,22.5,0.0075,,
0.4790,61,20.4,22.5,0.0075,,
0.4875,62,21.2,22.5,0.0085,,
0.4950,63,22.1,22.5,0.0075,,
0.5035,64,22.9,22.5,0.0085,,
0.5120,65,23.7,22.5,0.0075,,
0.5200,66,24.5,22.5,0.0075,,
0.5285,67,25.2,22.5,0.0075,,
0.5370,68,26.1,22.5,0.0075,,
0.5445,69,26.8,22.5,0.0075,,
0.5530,70,27.6,22.5,0.0085,,
0.5615,71,28.4,22.5,0.0075,,
0.5700,72,29.1,22.5,0.0075,,
0.5785,73,29.9,22.5,0.0075,,
0.5870,74,30.6,22.5,0.0075,,
0.5945,75,31.2,22.5,0.0075,,
0.6030,76,32.1,22.5,0.0085,,
0.6110,77,32.9,22.5,0.0075,,
0.6195,78,33.7,22.5,0.0075,,
0.6280,79,34.4,22.5,0.0075,,
0.6365,80,35.1,22.5,0.0075,,
0.6440,81,35.8,22.5,0.0075,,
0.6525,82,36.8,22.5,0.0085,,
0.6610,83,37.6,22.5,0.0075,,
0.6695,84,38.4,22.5,0.0075,,
0.6775,85,39.0,22.5,0.0075,,
0.6860,86,39.7,22.5,0.0075,,
0.6945,87,40.3,22.5,0.0085,,
0.7020,88,41.0,22.5,0.0075,,
0.7105,89,41.8,22.5,0.0075,,
0.7190,90,42.5,22.5,0.0075,,
0.7275,91,43.3,22.5,0.0075,,
0.7360,92,44.0,22.5,0.0075,,
0.7445,93,44.7,22.5,0.0085,,
0.7520,94,45.4,22.5,0.0075,,
0.7605,95,46.0,22.5,0.0075,,
0.7690,96,46.8,22.5,0.0075,,
0.7770,97,47.5,22.5,0.0075,,
0.7855,98,48.2,22.5,0.0075,,
0.7940,99,48.8,22.5,0.0085,,
0.8015,100,49.6,22.5,0.0075,,
0.8100,101,50.4,22.5,0.0075,,
0.8185,102,51.2,22.5,0.0075,,
0.8270,103,51.9,22.5,0.0075,,
0.8355,104,52.6,22.5,0.0075,,
0.8440,105,53.2,22.5,0.0085,,
0.8515,106,53.9,22.5,0.0075,,
0.8600,107,54.8,22.5,0.0085,,
0.8680,108,55.5,22.5,0.0075,,
0.8765,109,56.2,22.5,0.0075,,
0.8850,110,56.9,22.5,0.0075,,
0.8935,111,57.7,22.5,0.0085,,
0.9010,112,58.4,22.5,0.0075,,
0.9095,113,59.0,22.5,0.0075,,
0.9180,114,59.7,22.5,0.0075,,
0.9265,115,60.3,22.5,0.0075,,
0.9350,116,61.1,22.5,0.0075,,
0.9430,117,62.0,22.5,0.0075,,
0.9510,118,62.7,22.5,0.0080,,
0.9590,119,63.4,22.5,0.0075,,
0.9675,120,64.2,22.5,0.0075,,
0.9760,121,64.9,22.5,0.0075,,
0.9845,122,65.7,22.5,0.0075,,
0.9930,123,66.5,22.5,0.0075,,
1.0005,124,67.1,22.5,0.0075,,
1.0090,125,67.9,22.5,0.0085,,
1.0175,126,68.6,22.5,0.0075,,
1.0260,127,69.4,22.5,0.0075,,
1.0340,128,70.2,22.5,0.0075,,
1.0425,129,71.0,22.5,0.0075,,
1.0500,130,71.8,22.5,0.0075,,
1.0585,131,72.6,22.5,0.0085,,
1.0670,132,73.5,22.5,0.0075,,
1.0755,133,74.1,22.5,0.0075,,
1.0840,134,74.9,22.5,0.0075,,
1.0925,135,75.7,22.5,0.0075,,
1.1000,136,76.5,22.5,0.0075,,
1.1085,137,77.4,22.5,0.0085,,
1.1165,138,78.3,22.5,0.0075,,
1.1250,139,79.1,22.5,0.0075,,
1.1335,140,80.0,22.5,0.0075,,
1.1420,141,80.9,22.5,0.0075,,
1.1505,142,82.0,22.5,0.0085,,
1.1580,143,83.1,22.5,0.0075,,
1.1665,144,84.1,22.5,0.0075,,
1.1750,145,85.1,22.5,0.0075,,
1.1835,146,86.3,22.5,0.0075,,
1.1915,147,87.5,22.5,0.0075,,
1.2000,148,88.5,22.5,0.0085,,
1.2075,149,89.5,22.5,0.0075,,
1.2160,150,90.7,22.5,0.0085,,
1.2245,151,91.8,22.5,0.0075,,
1.2330,152,92.9,22.5,0.0075,,
1.2415,153,94.1,22.5,0.0075,,
1.2500,154,95.4,22.5,0.0075,,
1.2575,155,96.6,22.5,0.0075,,
1.2660,156,98.1,22.5,0.0085,,
1.2745,157,99.7,22.5,0.0075,,
1.2825,158,101.2,22.5,0.0075,,
1.2910,159,102.9,22.5,0.0075,,
1.2995,160,104.5,22.5,0.0075,,
1.3070,161,106.1,22.5,0.0075,,
1.3155,162,108.0,22.5,0.0085,,
1.3240,163,109.9,22.5,0.0075,,
1.3325,164,111.7,22.5,0.0075,,
1.3410,165,113.9,22.5,0.0075,,
1.3495,166,116.1,22.5,0.0075,,
1.3570,167,118.1,22.5,0.0075,,
1.3655,168,120.9,22.5,0.0085,,
1.3735,169,123.6,22.5,0.0075,,
1.3820,170,126.5,22.5,0.0075,,
1.3905,171,129.4,22.5,0.0075,,
1.3990,172,132.5,22.5,0.0075,,
1.4065,173,135.5,22.5,0.0075,,
1.4150,174,139.7,22.5,0.0075,,
1.4235,175,143.0,22.5,0.0075,,
1.4320,176,146.0,22.5,0.0075,,
1.4405,177,149.1,22.5,0.0075,,
1.4485,178,152.6,22.5,0.0075,,
1.4565,179,155.8,22.5,0.0080,,
1.4645,180,158.8,22.5,0.0080,,
1.4730,181,161.8,22.5,0.0075,,
1.4815,182,164.5,22.5,0.0075,,
1.4900,183,167.3,22.5,0.0075,,
1.4985,184,169.5,22.5,0.0085,,
1.5060,185,171.4,22.5,0.0075,,
1.5145,186,173.3,22.5,0.0085,,
1.5230,187,175.3,22.5,0.0075,,
1.5315,188,177.0,22.5,0.0075,,
1.5395,189,178.6,22.5,0.0075,,
1.5480,190,180.2,22.5,0.0075,,
1.5565,191,181.8,22.5,0.0085,,
1.5640,192,183.2,22.5,0.0075,,
1.5725,193,184.6,22.5,0.0075,,
1.5785,194,185.2,22.5,0.0075,,
1.5785,434,188.5,22.6,0.0000,,
1.5790,435,188.4,22.6,0.0005,,
1.5805,436,188.5,22.6,0.0015,,
